firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
STEVEN,BROWN,309285766.0,1482.0,14,1998.0,9.0,5.0,,A000481,GPS,1998-09-05,2022-08-07,481,1,1
JOYCE,GARCIA,328730004.0,1483.0,23,1997.0,8.0,10.0,,A000482,CPS,1997-08-10,2021-12-11,482,0,1
EUGENE,MUNOZ,392833246.0,1484.0,62,1993.0,10.0,5.0,,A000483,CPS,1993-10-05,2021-05-02,483,0,0
MICHAEL,MARTIN,806054872.0,1485.0,46,1994.0,4.0,24.0,,A000484,GPS,1994-04-24,2022-11-10,484,1,0
JAMES,LEE,726988489.0,1486.0,46,1988.0,8.0,1.0,,A000485,GPS,1988-08-01,2021-02-10,485,1,1
SANDRA,SMITH,555531773.0,1487.0,15,2003.0,12.0,16.0,3.0,A000486,GPS,2003-12-16,2018-11-26,486,0,1
BARBARA,ROBINSON,326520450.0,1488.0,50,1964.0,9.0,13.0,,A000487,CPS,1964-09-13,2018-06-08,487,1,1
MARY,GARDNER,677752979.0,1489.0,48,1988.0,6.0,15.0,,A000488,CPS,1988-06-15,2019-05-15,488,1,1
HOWARD,BOYD,824515553.0,1490.0,33,2002.0,6.0,24.0,,A000489,CPS,2002-06-24,2020-07-18,489,0,1
BETTY,RUIZ,826670251.0,1491.0,3,1984.0,8.0,3.0,,A000490,CPS,1984-08-03,2018-01-27,490,1,1
BRITTANY,WASHINGTON,814453118.0,1492.0,42,2004.0,5.0,3.0,,A000491,GPS,2004-05-03,2020-05-16,491,1,0
JUDITH,JONES,324049524.0,1493.0,54,1984.0,10.0,5.0,,A000492,CPS,1984-10-05,2018-12-11,492,1,1
KENNETH,BENNETT,676162085.0,1494.0,32,1970.0,3.0,4.0,,A000493,GPS,1970-03-04,2022-09-28,493,0,0
MARY,GREEN,911197094.0,1495.0,37,1985.0,3.0,27.0,,A000494,GPS,1985-03-27,2020-12-26,494,1,0
ANTHONY,ROMERO,673412022.0,1496.0,36,1972.0,5.0,9.0,,A000495,GPS,1972-05-09,2020-01-06,495,1,0
ANTHONY,PERRY,512483413.0,1497.0,65,1975.0,11.0,8.0,,A000496,CPS,1975-11-08,2022-09-27,496,0,1
JENNIFER,CROSS,461679617.0,1498.0,18,1978.0,12.0,22.0,,A000497,GPS,1978-12-22,2019-10-19,497,0,0
LINDA,ANDERSON,539116040.0,1499.0,14,1978.0,7.0,27.0,,A000498,GPS,1978-07-27,2018-09-04,498,0,1
BRANDON,COOK,430267957.0,1500.0,11,1988.0,5.0,9.0,,A000499,CPS,1988-05-09,2022-09-02,499,0,1
JESSICA,RAMOS,581998872.0,1501.0,51,1974.0,2.0,27.0,,A000500,CPS,1974-02-27,2020-02-13,500,0,0
DIANE,NELSON,140435571.0,1502.0,66,1972.0,4.0,12.0,,A000501,GPS,1972-04-12,2019-10-16,501,0,1
JENNIFER,MATTHEWS,823493101.0,1503.0,16,1961.0,12.0,20.0,,A000502,GPS,1961-12-20,2022-06-16,502,0,0
JAMES,WHITE,709357759.0,1504.0,45,1981.0,7.0,1.0,,A000503,GPS,1981-07-01,2019-07-12,503,1,0
THOMAS,GRAY,289128071.0,1505.0,19,1980.0,11.0,10.0,,A000504,GPS,1980-11-10,2020-04-19,504,0,0
JAMES,MARTINEZ,705682380.0,1506.0,65,1984.0,6.0,19.0,,A000505,GPS,1984-06-19,2022-11-21,505,0,1
JAMES,GARCIA,638343807.0,1507.0,36,1976.0,2.0,22.0,,A000506,GPS,1976-02-22,2022-05-05,506,0,1
ALAN,DAVIS,237131731.0,1508.0,55,1965.0,10.0,14.0,,A000507,GPS,1965-10-14,2020-03-21,507,1,1
ROBERT,JONES,832170573.0,1509.0,58,1968.0,4.0,22.0,,A000508,CPS,1968-04-22,2022-08-26,508,1,0
MARILYN,KELLEY,843588655.0,1510.0,57,1962.0,9.0,12.0,,A000509,GPS,1962-09-12,2020-05-07,509,1,1
PATRICIA,MORALES,998207657.0,1511.0,10,1985.0,6.0,18.0,,A000510,GPS,1985-06-18,2022-08-05,510,1,1
SUSAN,JOHNSON,941553103.0,1512.0,64,1961.0,3.0,11.0,,A000511,GPS,1961-03-11,2020-10-28,511,1,1
LISA,WILLIAMS,633059104.0,1513.0,56,1978.0,10.0,14.0,,A000512,GPS,1978-10-14,2018-10-04,512,1,0
SHARON,WILLIAMS,856435924.0,1514.0,59,1981.0,9.0,3.0,,A000513,GPS,1981-09-03,2018-11-16,513,1,0
JOSEPH,MURRAY,139295417.0,1515.0,43,1971.0,4.0,14.0,,A000514,GPS,1971-04-14,2021-09-07,514,0,1
SOPHIA,MOORE,407401910.0,1516.0,3,1972.0,11.0,19.0,,A000515,CPS,1972-11-19,2021-01-06,515,1,0
PATRICK,JOHNSON,336093998.0,1517.0,8,1979.0,12.0,18.0,,A000516,CPS,1979-12-18,2020-12-20,516,0,1
CHERYL,PERKINS,117898130.0,1518.0,45,1989.0,7.0,6.0,,A000517,GPS,1989-07-06,2020-09-24,517,0,0
LINDA,SMITH,483702622.0,1519.0,66,1961.0,9.0,6.0,,A000518,CPS,1961-09-06,2020-05-17,518,1,0
LISA,WILSON,168867516.0,1520.0,5,1965.0,3.0,24.0,,A000519,CPS,1965-03-24,2018-09-02,519,1,0
STEVEN,JENKINS,960486584.0,1521.0,22,1983.0,11.0,4.0,,A000520,GPS,1983-11-04,2018-09-25,520,0,0
RICHARD,TUCKER,746561624.0,1522.0,5,2001.0,12.0,25.0,,A000521,GPS,2001-12-25,2022-08-27,521,0,1
ANDREW,REED,589693966.0,1523.0,21,2003.0,5.0,16.0,,A000522,GPS,2003-05-16,2020-09-20,522,0,1
HAROLD,GONZALEZ,509364654.0,1524.0,17,1979.0,10.0,10.0,,A000523,GPS,1979-10-10,2022-09-25,523,1,0
LISA,SMITH,489361802.0,1525.0,59,1993.0,7.0,13.0,,A000524,CPS,1993-07-13,2021-12-19,524,0,1
JAMES,SANTOS,205836304.0,1526.0,19,2002.0,2.0,14.0,,A000525,GPS,2002-02-14,2018-08-19,525,0,0
CHARLES,JOHNSON,544557886.0,1527.0,54,1968.0,8.0,16.0,,A000526,CPS,1968-08-16,2019-05-04,526,0,1
BETTY,RAY,175744571.0,1528.0,53,1984.0,3.0,27.0,,A000527,CPS,1984-03-27,2021-11-21,527,0,0
MICHAEL,RAY,337848000.0,1529.0,15,1966.0,6.0,25.0,,A000528,CPS,1966-06-25,2021-01-05,528,0,1
MARY,WILLIAMS,190447400.0,1530.0,7,1987.0,4.0,9.0,,A000529,GPS,1987-04-09,2020-03-18,529,1,1
PAUL,JOHNSON,741599155.0,1531.0,32,1972.0,5.0,8.0,,A000530,CPS,1972-05-08,2018-05-15,530,1,1
PATRICIA,PEREZ,715246797.0,1532.0,22,1960.0,11.0,26.0,,A000531,CPS,1960-11-26,2018-11-26,531,0,0
FRANK,HICKS,246146853.0,1533.0,11,1998.0,8.0,12.0,,A000532,CPS,1998-08-12,2019-07-02,532,1,1
MICHELLE,KNIGHT,365861563.0,1534.0,7,1982.0,4.0,13.0,,A000533,CPS,1982-04-13,2018-10-06,533,1,1
PATRICIA,PEREZ,857150156.0,1535.0,48,1977.0,1.0,26.0,,A000534,CPS,1977-01-26,2021-05-27,534,0,0
CAROL,BAILEY,358400098.0,1536.0,8,2003.0,4.0,6.0,,A000535,CPS,2003-04-06,2019-05-25,535,0,0
RANDY,JOHNSON,245460480.0,1537.0,34,1988.0,10.0,24.0,,A000536,CPS,1988-10-24,2020-10-18,536,0,1
JENNIFER,DAVIS,256292412.0,1538.0,52,1979.0,10.0,4.0,,A000537,CPS,1979-10-04,2019-08-03,537,1,1
KAYLA,GONZALES,558134647.0,1539.0,9,2000.0,5.0,25.0,,A000538,CPS,2000-05-25,2018-04-22,538,1,0
ROBERT,SANDERS,974069048.0,1540.0,51,1997.0,5.0,2.0,,A000539,CPS,1997-05-02,2022-02-08,539,1,1
SOPHIA,ROBERTS,370533016.0,1541.0,65,1975.0,2.0,14.0,,A000540,GPS,1975-02-14,2020-03-20,540,1,0
JENNIFER,CAMPBELL,356793999.0,1542.0,38,1977.0,7.0,4.0,,A000541,CPS,1977-07-04,2019-09-07,541,0,1
DENNIS,GUTIERREZ,585868441.0,1543.0,30,2004.0,5.0,2.0,,A000542,GPS,2004-05-02,2021-05-18,542,1,1
JESSICA,KELLEY,502960923.0,1544.0,10,1963.0,6.0,4.0,,A000543,CPS,1963-06-04,2020-02-26,543,0,0
NANCY,LEE,152838130.0,1545.0,29,1996.0,2.0,14.0,,A000544,CPS,1996-02-14,2022-12-12,544,1,0
PATRICIA,MILLER,206154251.0,1546.0,1,1984.0,10.0,22.0,,A000545,CPS,1984-10-22,2022-12-13,545,0,0
CARLOS,MORENO,405542138.0,1547.0,37,1964.0,12.0,21.0,,A000546,GPS,1964-12-21,2022-04-02,546,1,1
STEPHANIE,MENDEZ,741466387.0,1548.0,57,1997.0,1.0,15.0,,A000547,GPS,1997-01-15,2020-06-12,547,1,0
MARY,WILLIAMS,480198820.0,1549.0,49,1985.0,8.0,21.0,,A000548,CPS,1985-08-21,2018-12-04,548,0,0
EDWARD,HERNANDEZ,882274890.0,1550.0,24,1967.0,4.0,20.0,,A000549,CPS,1967-04-20,2021-09-17,549,0,1
OSCAR,JONES,954479631.0,1551.0,5,1960.0,9.0,6.0,,A000550,GPS,1960-09-06,2019-10-13,550,0,0
SUSAN,TURNER,879065174.0,1552.0,7,1968.0,11.0,28.0,,A000551,CPS,1968-11-28,2019-03-27,551,1,0
KAYLA,BUTLER,529432797.0,1553.0,19,1977.0,1.0,12.0,,A000552,CPS,1977-01-12,2019-08-08,552,1,0
MARY,WHITE,508999684.0,1554.0,2,1962.0,4.0,25.0,,A000553,CPS,1962-04-25,2019-12-17,553,1,0
MICHELLE,PAYNE,221393262.0,1555.0,43,1961.0,11.0,16.0,,A000554,GPS,1961-11-16,2018-10-20,554,0,1
SEAN,FOSTER,488210831.0,1556.0,9,1972.0,7.0,9.0,,A000555,GPS,1972-07-09,2018-05-06,555,0,0
JAMES,THOMAS,643246138.0,1557.0,22,1994.0,4.0,19.0,,A000556,CPS,1994-04-19,2018-06-10,556,1,1
JENNIFER,PETERSON,610750005.0,1558.0,16,1961.0,11.0,3.0,,A000557,GPS,1961-11-03,2022-05-15,557,0,0
DAVID,PETERS,476909757.0,1559.0,11,1973.0,8.0,12.0,,A000558,CPS,1973-08-12,2022-06-28,558,0,1
HELEN,GORDON,702953300.0,1560.0,66,2000.0,2.0,13.0,,A000559,GPS,2000-02-13,2021-02-06,559,0,0
SARAH,JOHNSON,909283022.0,1561.0,41,1976.0,9.0,1.0,,A000560,CPS,1976-09-01,2020-08-23,560,1,0
JOSEPH,YOUNG,765730078.0,1562.0,67,1963.0,3.0,8.0,,A000561,CPS,1963-03-08,2021-06-23,561,0,1
JOHN,THOMPSON,925190277.0,1563.0,50,1999.0,1.0,13.0,,A000562,CPS,1999-01-13,2019-09-17,562,1,0
MARILYN,BROWN,788867633.0,1564.0,51,1988.0,11.0,20.0,,A000563,CPS,1988-11-20,2018-12-23,563,1,0
PETER,MORALES,198506471.0,1565.0,12,1960.0,10.0,14.0,,A000564,CPS,1960-10-14,2022-12-25,564,0,0
THOMAS,WOOD,547516347.0,1566.0,28,1978.0,4.0,23.0,,A000565,CPS,1978-04-23,2021-02-28,565,0,1
KATHLEEN,WILSON,245200263.0,1567.0,48,1988.0,11.0,22.0,,A000566,GPS,1988-11-22,2018-11-20,566,1,1
BRIAN,PERRY,289165667.0,1568.0,21,1972.0,12.0,6.0,,A000567,CPS,1972-12-06,2022-01-08,567,1,1
JAMES,PALMER,153986472.0,1569.0,57,1962.0,2.0,9.0,,A000568,CPS,1962-02-09,2018-09-02,568,0,1
JAMES,THOMAS,243409368.0,1570.0,63,1982.0,9.0,23.0,,A000569,CPS,1982-09-23,2021-02-07,569,1,1
NICHOLAS,RODRIGUEZ,872959170.0,1571.0,3,1964.0,12.0,18.0,,A000570,GPS,1964-12-18,2018-07-13,570,0,1
JANET,WATSON,880040215.0,1572.0,4,1976.0,2.0,27.0,,A000571,GPS,1976-02-27,2020-05-24,571,0,1
JOSHUA,BENNETT,201535067.0,1573.0,50,1964.0,4.0,7.0,,A000572,GPS,1964-04-07,2020-03-22,572,0,0
IVAN,ELLIS,166448899.0,1574.0,26,1974.0,2.0,22.0,,A000573,GPS,1974-02-22,2018-08-14,573,1,1
PETER,WAGNER,635008234.0,1575.0,47,1964.0,5.0,12.0,,A000574,GPS,1964-05-12,2020-04-02,574,1,1
MARY,THOMPSON,491224915.0,1576.0,60,1964.0,3.0,25.0,,A000575,GPS,1964-03-25,2022-02-27,575,0,1
ROBERT,FOSTER,617783508.0,1577.0,21,1970.0,11.0,24.0,,A000576,GPS,1970-11-24,2021-01-12,576,1,1
JENNIFER,HOWARD,407570020.0,1578.0,6,1989.0,1.0,24.0,,A000577,GPS,1989-01-24,2019-08-17,577,1,0
KATHRYN,CHAVEZ,624338926.0,1579.0,18,1992.0,9.0,19.0,,A000578,GPS,1992-09-19,2020-10-10,578,0,0
JOSEPH,MENDOZA,465321507.0,1580.0,29,1972.0,9.0,8.0,,A000579,CPS,1972-09-08,2019-06-11,579,0,1
MARY,KING,609137971.0,1581.0,64,2003.0,6.0,9.0,,A000580,CPS,2003-06-09,2022-08-26,580,0,1
MARY,MARTIN,571511017.0,1582.0,60,1965.0,8.0,10.0,3.0,A000581,GPS,1965-08-10,2021-04-11,581,0,1
HAROLD,TURNER,655374242.0,1583.0,58,1984.0,7.0,27.0,,A000582,GPS,1984-07-27,2020-09-15,582,0,0
DONNA,ROBINSON,700222257.0,1584.0,51,1962.0,2.0,20.0,,A000583,CPS,1962-02-20,2018-02-13,583,0,1
JEAN,SMITH,750880434.0,1585.0,27,1971.0,8.0,26.0,,A000584,CPS,1971-08-26,2022-11-25,584,1,1
ROBERT,ANDERSON,432311550.0,1586.0,31,1990.0,1.0,18.0,,A000585,GPS,1990-01-18,2018-02-13,585,0,1
JOHN,GUZMAN,218085050.0,1587.0,18,1980.0,4.0,10.0,,A000586,CPS,1980-04-10,2018-06-25,586,0,0
RAYMOND,HOWARD,897222509.0,1588.0,36,1982.0,11.0,4.0,,A000587,CPS,1982-11-04,2019-11-15,587,1,0
JOHN,WELLS,893292185.0,1589.0,52,1965.0,12.0,12.0,,A000588,GPS,1965-12-12,2022-02-06,588,0,0
DANIEL,CASTILLO,104762072.0,1590.0,28,1983.0,3.0,3.0,,A000589,CPS,1983-03-03,2019-07-03,589,1,1
CAROL,WILLIAMS,132496484.0,1591.0,64,1967.0,8.0,4.0,,A000590,GPS,1967-08-04,2020-08-21,590,1,0
RONALD,RAMIREZ,431042623.0,1592.0,20,1971.0,8.0,23.0,,A000591,CPS,1971-08-23,2022-02-09,591,1,1
WILLIAM,JOHNSON,425649280.0,1593.0,38,1961.0,3.0,14.0,,A000592,CPS,1961-03-14,2019-12-24,592,0,0
LAWRENCE,BROWN,309762808.0,1594.0,53,2000.0,1.0,16.0,,A000593,GPS,2000-01-16,2021-07-05,593,1,0
WILLIAM,HUDSON,839025289.0,1595.0,38,2002.0,8.0,10.0,,A000594,GPS,2002-08-10,2018-01-11,594,1,1
PAMELA,TAYLOR,970779180.0,1596.0,15,1991.0,9.0,26.0,,A000595,CPS,1991-09-26,2021-08-03,595,1,0
VICTORIA,MARTIN,314931096.0,1597.0,42,1971.0,12.0,27.0,,A000596,CPS,1971-12-27,2020-08-27,596,0,1
AMANDA,GUTIERREZ,492858342.0,1598.0,3,1966.0,12.0,19.0,,A000597,GPS,1966-12-19,2021-03-11,597,0,0
ELIZABETH,DAVIS,384515340.0,1599.0,66,2001.0,12.0,13.0,1.0,A000598,CPS,2001-12-13,2020-05-19,598,0,1
MARY,WHITE,112756408.0,1600.0,63,1985.0,10.0,7.0,,A000599,GPS,1985-10-07,2020-02-10,599,1,0
ALICE,WILLIAMS,298874753.0,1601.0,60,2004.0,12.0,6.0,2.0,A000600,GPS,2004-12-06,2018-05-27,600,0,0
PATRICIA,WATKINS,559403189.0,1602.0,63,1967.0,7.0,16.0,,A000601,CPS,1967-07-16,2020-09-12,601,0,1
ROBERT,THOMAS,870365364.0,1603.0,59,1971.0,1.0,11.0,3.0,A000602,CPS,1971-01-11,2018-12-26,602,1,1
ROBERT,COOK,737152131.0,1604.0,55,1982.0,10.0,5.0,,A000603,CPS,1982-10-05,2022-06-25,603,0,0
MICHAEL,GONZALES,603421055.0,1605.0,7,1987.0,12.0,14.0,,A000604,CPS,1987-12-14,2022-01-13,604,1,0
EMILY,PARKER,946298085.0,1606.0,54,2000.0,3.0,10.0,,A000605,GPS,2000-03-10,2019-03-07,605,1,0
MARY,CROSS,720444532.0,1607.0,61,1994.0,5.0,11.0,,A000606,CPS,1994-05-11,2021-05-05,606,1,0
NICOLE,PETERSON,609066473.0,1608.0,30,1986.0,10.0,11.0,,A000607,CPS,1986-10-11,2021-05-28,607,0,1
ASHLEY,GARCIA,174304268.0,1609.0,10,1960.0,7.0,7.0,,A000608,CPS,1960-07-07,2020-09-18,608,0,0
JENNIFER,BROOKS,182400511.0,1610.0,35,1988.0,12.0,1.0,,A000609,CPS,1988-12-01,2019-02-25,609,1,1
JERRY,HARDY,194590510.0,1611.0,27,1965.0,3.0,24.0,,A000610,CPS,1965-03-24,2018-11-18,610,1,0
SHARON,MILLER,845631202.0,1612.0,34,1992.0,5.0,5.0,,A000611,GPS,1992-05-05,2020-08-05,611,0,1
TERESA,GARCIA,476191064.0,1613.0,13,1984.0,3.0,8.0,,A000612,GPS,1984-03-08,2019-08-09,612,0,1
ANTHONY,MCDONALD,167910216.0,1614.0,67,1995.0,4.0,12.0,,A000613,CPS,1995-04-12,2018-08-09,613,1,0
ELIZABETH,COOK,269844708.0,1615.0,11,1976.0,7.0,14.0,,A000614,GPS,1976-07-14,2021-01-24,614,0,1
ANTHONY,THOMAS,356845656.0,1616.0,59,1960.0,5.0,7.0,,A000615,GPS,1960-05-07,2019-02-25,615,1,0
SARAH,SANCHEZ,514215173.0,1617.0,50,1992.0,9.0,11.0,,A000616,GPS,1992-09-11,2018-12-12,616,0,1
JOHN,MCDONALD,936089925.0,1618.0,21,2000.0,4.0,19.0,2.0,A000617,CPS,2000-04-19,2021-06-09,617,0,1
ROBERT,PARKER,654277443.0,1619.0,52,1967.0,9.0,4.0,,A000618,CPS,1967-09-04,2021-07-27,618,0,1
SUSAN,CASTRO,628966502.0,1620.0,49,1966.0,8.0,17.0,,A000619,GPS,1966-08-17,2020-02-06,619,0,0
JOSEPH,RAMOS,317493365.0,1621.0,14,1972.0,5.0,21.0,,A000620,GPS,1972-05-21,2020-01-04,620,1,0
RAYMOND,MARTINEZ,578217752.0,1622.0,58,1972.0,5.0,9.0,,A000621,CPS,1972-05-09,2019-12-27,621,0,1
SARAH,REED,932238520.0,1623.0,7,1995.0,4.0,22.0,,A000622,CPS,1995-04-22,2018-03-11,622,0,1
STEVEN,JOHNSON,964711858.0,1624.0,65,1991.0,3.0,1.0,,A000623,GPS,1991-03-01,2019-08-18,623,0,1
JOHN,WATSON,856179607.0,1625.0,32,1988.0,2.0,14.0,,A000624,CPS,1988-02-14,2022-04-26,624,1,0
DAVID,ANDERSON,765400084.0,1626.0,8,1989.0,2.0,19.0,,A000625,CPS,1989-02-19,2019-11-02,625,1,1
JAMES,LOPEZ,644704120.0,1627.0,32,1976.0,10.0,15.0,,A000626,GPS,1976-10-15,2022-08-08,626,0,0
JOSEPH,WILLIAMS,676786458.0,1628.0,21,1991.0,3.0,10.0,,A000627,CPS,1991-03-10,2020-01-05,627,0,0
JOSHUA,BRADLEY,620004985.0,1629.0,39,1969.0,6.0,15.0,,A000628,CPS,1969-06-15,2018-08-19,628,1,0
KAREN,PATEL,431697759.0,1630.0,11,1984.0,3.0,22.0,,A000629,CPS,1984-03-22,2020-01-16,629,0,0
ANDREW,BARNES,751496218.0,1631.0,46,1981.0,6.0,6.0,,A000630,GPS,1981-06-06,2018-07-17,630,1,1
PHILIP,JOHNSON,340116208.0,1632.0,28,1964.0,5.0,23.0,,A000631,CPS,1964-05-23,2020-12-04,631,1,1
JENNIFER,PEREZ,906489715.0,1633.0,7,1972.0,3.0,23.0,3.0,A000632,CPS,1972-03-23,2021-03-12,632,0,0
RICHARD,CAMPBELL,915732177.0,1634.0,22,1993.0,12.0,28.0,,A000633,GPS,1993-12-28,2021-08-04,633,0,1
SHIRLEY,STEWART,643129866.0,1635.0,19,1978.0,7.0,12.0,,A000634,GPS,1978-07-12,2021-05-16,634,1,1
NANCY,WILLIAMS,881810852.0,1636.0,65,1996.0,9.0,9.0,,A000635,CPS,1996-09-09,2021-12-11,635,0,1
JAMES,LOPEZ,383266880.0,1637.0,22,1966.0,5.0,17.0,3.0,A000636,CPS,1966-05-17,2022-11-22,636,1,1
VIRGINIA,CARROLL,106778274.0,1638.0,58,1985.0,6.0,18.0,,A000637,CPS,1985-06-18,2018-07-15,637,1,1
MARY,SMITH,367920422.0,1639.0,27,1988.0,2.0,21.0,,A000638,GPS,1988-02-21,2018-11-06,638,1,1
DIANA,GOMEZ,559404175.0,1640.0,36,1990.0,7.0,3.0,,A000639,CPS,1990-07-03,2020-01-23,639,1,1
LAURA,ANDERSON,501623574.0,1641.0,53,1981.0,6.0,19.0,,A000640,GPS,1981-06-19,2018-12-20,640,0,0
REBECCA,SCOTT,772330437.0,1642.0,32,1972.0,12.0,25.0,,A000641,GPS,1972-12-25,2021-08-15,641,0,0
PATRICIA,MARTINEZ,102484502.0,1643.0,28,1984.0,7.0,28.0,,A000642,GPS,1984-07-28,2020-09-14,642,1,1
EMILY,DAVIS,570250866.0,1644.0,21,1986.0,12.0,17.0,,A000643,GPS,1986-12-17,2021-09-14,643,1,0
CHARLES,MARTINEZ,596509901.0,1645.0,12,1990.0,1.0,23.0,,A000644,GPS,1990-01-23,2022-05-27,644,0,1
MARY,LEWIS,180806262.0,1646.0,10,1993.0,9.0,6.0,,A000645,GPS,1993-09-06,2019-05-06,645,1,0
ROBERT,MENDEZ,359532237.0,1647.0,27,1980.0,6.0,5.0,2.0,A000646,GPS,1980-06-05,2019-07-18,646,0,1
PATRICIA,ALVARADO,399723233.0,1648.0,51,1961.0,6.0,18.0,,A000647,GPS,1961-06-18,2019-08-24,647,0,1
BRANDON,HENDERSON,275019997.0,1649.0,22,1991.0,4.0,26.0,,A000648,CPS,1991-04-26,2019-08-05,648,0,0
JASON,ADAMS,217642163.0,1650.0,3,1988.0,8.0,2.0,,A000649,CPS,1988-08-02,2022-08-19,649,0,1
JUSTIN,DAVIS,367971096.0,1651.0,12,1980.0,6.0,21.0,,A000650,CPS,1980-06-21,2019-02-18,650,1,0
MARY,THOMAS,519379505.0,1652.0,20,1976.0,7.0,27.0,,A000651,GPS,1976-07-27,2021-02-15,651,0,0
JUSTIN,JACKSON,770889464.0,1653.0,2,1999.0,2.0,18.0,,A000652,CPS,1999-02-18,2018-04-18,652,0,1
DAVID,FERNANDEZ,442949107.0,1654.0,34,1981.0,3.0,2.0,,A000653,GPS,1981-03-02,2022-08-13,653,0,1
NICHOLAS,MORRIS,397297979.0,1655.0,42,1970.0,2.0,26.0,,A000654,GPS,1970-02-26,2018-01-14,654,1,1
PHILIP,SANCHEZ,396156704.0,1656.0,53,1969.0,4.0,24.0,,A000655,GPS,1969-04-24,2018-04-01,655,1,0
NATHAN,PETERSON,844062186.0,1657.0,11,1965.0,10.0,7.0,,A000656,CPS,1965-10-07,2019-08-23,656,1,0
CHARLES,WILLIAMS,970102055.0,1658.0,13,1982.0,11.0,13.0,,A000657,GPS,1982-11-13,2019-12-18,657,0,0
THOMAS,BROWN,890780747.0,1659.0,44,1968.0,7.0,23.0,,A000658,CPS,1968-07-23,2020-12-23,658,1,1
MELISSA,DUNN,762801231.0,1660.0,37,1993.0,10.0,9.0,,A000659,GPS,1993-10-09,2020-06-16,659,0,0
MATTHEW,NGUYEN,938507686.0,1661.0,37,1975.0,7.0,11.0,,A000660,CPS,1975-07-11,2018-05-07,660,1,1
EMMA,CRUZ,646393248.0,1662.0,24,2003.0,4.0,16.0,,A000661,CPS,2003-04-16,2022-02-22,661,0,1
PATRICIA,WATTS,446143983.0,1663.0,23,1962.0,5.0,17.0,,A000662,CPS,1962-05-17,2019-05-07,662,1,0
JOHN,JOHNSON,573435132.0,1664.0,15,1993.0,3.0,22.0,,A000663,GPS,1993-03-22,2019-01-06,663,1,0
CHARLES,BERRY,450364943.0,1665.0,63,1983.0,3.0,14.0,,A000664,CPS,1983-03-14,2022-05-01,664,1,1
PATRICIA,RODRIGUEZ,226783652.0,1666.0,57,1997.0,9.0,11.0,,A000665,GPS,1997-09-11,2018-02-25,665,1,0
RICHARD,MORGAN,624917153.0,1667.0,23,1961.0,6.0,4.0,,A000666,CPS,1961-06-04,2018-12-28,666,0,0
THOMAS,GRAY,651762954.0,1668.0,8,1977.0,11.0,3.0,,A000667,GPS,1977-11-03,2022-04-05,667,1,0
AUSTIN,JAMES,290122435.0,1669.0,59,2002.0,10.0,18.0,,A000668,CPS,2002-10-18,2018-11-08,668,1,0
JESSICA,PARKER,287518374.0,1670.0,13,1967.0,4.0,17.0,,A000669,GPS,1967-04-17,2020-11-12,669,0,0
SEAN,THOMPSON,202415641.0,1671.0,63,1960.0,4.0,9.0,,A000670,CPS,1960-04-09,2021-05-03,670,0,0
BARBARA,FLORES,556268083.0,1672.0,40,1985.0,8.0,24.0,,A000671,GPS,1985-08-24,2022-05-28,671,0,1
ELIZABETH,COOPER,147382746.0,1673.0,28,1985.0,11.0,27.0,,A000672,GPS,1985-11-27,2022-10-12,672,0,1
SCOTT,ROGERS,143720175.0,1674.0,52,1998.0,11.0,5.0,,A000673,GPS,1998-11-05,2020-04-10,673,0,1
PATRICIA,JOHNSON,931679940.0,1675.0,16,1973.0,3.0,8.0,,A000674,GPS,1973-03-08,2022-06-17,674,1,0
KELLY,JOHNSON,581554100.0,1676.0,25,1984.0,6.0,28.0,,A000675,GPS,1984-06-28,2022-06-02,675,0,1
MICHELLE,PALMER,788196364.0,1677.0,17,2000.0,6.0,13.0,,A000676,GPS,2000-06-13,2018-08-09,676,1,0
KEVIN,FLORES,989417791.0,1678.0,27,1995.0,11.0,6.0,,A000677,CPS,1995-11-06,2018-06-25,677,1,1
ROBERT,JOHNSON,516732469.0,1679.0,24,1987.0,8.0,9.0,,A000678,GPS,1987-08-09,2021-12-06,678,0,1
JENNIFER,SMITH,868052332.0,1680.0,43,1991.0,2.0,12.0,,A000679,GPS,1991-02-12,2022-04-26,679,1,1
PATRICIA,FERNANDEZ,846210034.0,1681.0,51,1988.0,8.0,21.0,,A000680,CPS,1988-08-21,2020-12-08,680,0,0
DOROTHY,WILLIAMS,436806181.0,1682.0,3,1989.0,7.0,9.0,,A000681,CPS,1989-07-09,2018-09-28,681,0,1
WILLIAM,CROSS,478687978.0,1683.0,20,1968.0,10.0,23.0,,A000682,GPS,1968-10-23,2020-06-27,682,0,1
KENNETH,NGUYEN,714291711.0,1684.0,67,1982.0,1.0,1.0,,A000683,GPS,1982-01-01,2018-01-13,683,1,1
JULIE,EDWARDS,651034058.0,1685.0,55,1969.0,12.0,9.0,,A000684,CPS,1969-12-09,2018-06-24,684,1,0
PAMELA,CRUZ,175393160.0,1686.0,21,1977.0,5.0,27.0,,A000685,GPS,1977-05-27,2021-03-04,685,0,1
CHRISTOPHER,REYES,785837898.0,1687.0,48,1978.0,12.0,28.0,,A000686,CPS,1978-12-28,2019-07-22,686,1,1
GREGORY,MORALES,309316735.0,1688.0,33,1971.0,5.0,12.0,1.0,A000687,CPS,1971-05-12,2020-06-03,687,1,1
